"ZCTA","Total","White","Black","AmInd or Alaskan Native","Asian","PacIslander or HI Native","Other Race","Mixed","Hispanic","Total Contribs","Number Contribs","To Dems","To Repubs","Name","State"
"67333","3089","2587","15","174","6","4","0","170","133","1370","17","250","1120","Caney","KS"
"67334","104","90","0","3","1","0","0","9","1","0","0","0","0","Chautauqua","KS"
"67335","3671","3403","37","45","8","5","1","63","109","1117","20","80","1037","Cherryvale","KS"
"67336","1683","1480","21","69","3","0","0","70","40","300","3","0","0","Chetopa","KS"
"67337","13493","9870","1231","632","90","19","9","770","872","28164","170","4578","2864","Coffeyville","KS"
"67340","355","300","1","22","0","0","0","28","4","100","1","0","100","Dearing","KS"
"67341","373","332","0","3","1","1","0","13","23","0","0","0","0","Dennis","KS"
"67342","969","843","0","41","0","0","0","63","22","1615","19","0","990","Edna","KS"
"67344","877","814","2","13","0","1","2","23","22","215","5","0","215","Elk City","KS"
"67345","161","148","0","2","1","0","0","5","5","0","0","0","0","Elk Falls","KS"
"67346","372","356","0","4","6","0","0","4","2","0","0","0","0","Grenola","KS"
"67347","431","393","1","16","0","0","0","21","0","440","14","0","355","Havana","KS"
"67349","1034","958","0","13","3","0","1","25","34","135","4","0","135","Howard","KS"
"67351","391","359","0","7","0","0","0","20","5","0","0","0","0","Liberty","KS"
"67352","593","551","0","10","0","1","0","17","14","150","6","0","150","Longton","KS"
"67353","582","546","0","7","1","0","0","8","20","210","2","10","0","Moline","KS"
"67354","825","749","1","21","0","0","0","33","21","210","8","210","0","Mound Valley","KS"
"67355","213","181","4","17","0","0","0","9","2","0","0","0","0","Niotaze","KS"
"67356","2834","2574","27","75","1","0","1","93","63","359","5","0","130","Oswego","KS"
"67357","13006","10752","928","144","71","2","9","437","663","17928","74","1150","15015","Parsons","KS"
"67360","409","343","1","30","0","0","0","26","9","1050","5","0","850","Peru","KS"
"67361","1841","1658","8","65","1","1","0","45","63","79","3","79","0","Sedan","KS"
"67363","78","76","0","1","0","0","0","1","0","500","1","0","500","Sycamore","KS"
"67364","311","261","6","17","1","0","0","24","2","0","0","0","0","Tyro","KS"
"67401","51499","41817","1728","221","1119","19","39","1299","5257","84772","346","12681","55084","Salina","KS"
"67410","10141","9379","76","34","29","0","8","201","414","19422","168","2350","12887","Abilene","KS"
"67416","1146","1099","8","2","1","0","3","9","24","0","0","0","0","Assaria","KS"
"67417","179","177","0","2","0","0","0","0","0","0","0","0","0","Aurora","KS"
"67418","246","238","0","0","0","0","0","0","8","914","30","0","564","Barnard","KS"
"67420","4721","4593","10","18","10","5","2","30","53","7781","54","2551","4555","Beloit","KS"
"67422","1366","1326","14","3","2","0","0","8","13","2200","3","0","200","Bennington","KS"
"67423","316","299","1","0","3","0","1","1","11","1595","20","0","1595","Beverly","KS"
"67425","689","651","1","2","1","1","0","6","27","2000","2","0","2000","Brookville","KS"
"67427","408","359","8","7","0","0","0","6","28","0","0","0","0","Bushton","KS"
"67428","1465","1408","5","6","1","2","0","21","22","449","17","94","350","Canton","KS"
"67430","611","591","1","0","2","0","0","7","10","0","0","0","0","Cawker City","KS"
"67431","2471","2324","29","8","7","0","0","34","69","300","2","0","300","Chapman","KS"
"67432","6019","5786","25","23","19","2","3","52","109","4905","42","300","4500","Clay Center","KS"
"67436","636","607","3","1","0","0","0","8","17","2500","6","0","950","Delphos","KS"
"67437","1161","1128","4","7","4","0","0","7","11","1180","5","0","450","Downs","KS"
"67438","300","291","0","1","0","0","1","2","5","1340","7","0","975","Durham","KS"
"67439","3674","3098","296","21","17","0","4","31","207","2826","14","1901","150","Ellsworth","KS"
"67441","1115","1029","8","7","3","1","0","25","42","750","1","0","750","Enterprise","KS"
"67442","266","255","0","2","0","0","0","0","9","0","0","0","0","Falun","KS"
"67443","1794","1747","3","3","4","0","0","16","21","4950","25","0","4700","Galva","KS"
"67444","527","502","0","0","0","0","0","7","18","0","0","0","0","Geneseo","KS"
"67445","680","661","0","3","1","0","4","1","10","555","22","440","115","Glasco","KS"
"67446","617","586","2","7","4","0","1","4","13","1200","3","0","0","Glen Elder","KS"
"67447","320","308","0","2","1","0","0","2","7","100","1","0","100","Green","KS"
"67448","1374","1273","6","12","6","1","0","14","62","8136","44","0","6561","Gypsum","KS"
"67449","3351","3045","15","21","14","5","7","73","171","2219","19","1100","700","Herington","KS"
"67450","555","536","0","5","1","0","0","9","4","2225","17","0","2225","Holyrood","KS"
"67451","948","902","9","5","1","4","0","16","11","3604","6","1404","250","Hope","KS"
"67452","201","196","0","1","1","0","0","2","1","2507","72","2507","0","Hunter","KS"
"67454","563","492","0","7","0","0","0","13","51","0","0","0","0","Kanopolis","KS"
"67455","1980","1897","7","12","2","0","0","17","45","75","3","75","0","Lincoln","KS"
"67456","4736","4388","52","7","26","4","4","81","174","4448","64","825","1925","Lindsborg","KS"
"67457","878","854","1","4","2","0","0","4","13","1020","5","0","300","Little River","KS"
"67458","261","251","0","2","1","0","0","2","5","1100","1","0","0","Longford","KS"
"67459","251","234","0","0","0","0","0","0","17","575","1","0","0","Lorraine","KS"
"67460","15168","13841","210","52","111","13","9","250","682","27698","187","2130","23577","McPherson","KS"
"67464","1090","1038","0","1","0","0","0","12","39","300","2","0","0","Marquette","KS"
"67466","774","755","0","1","1","0","0","7","10","650","2","0","650","Miltonvale","KS"
"67467","2904","2762","24","14","5","0","0","29","70","4223","29","236","2580","Minneapolis","KS"
"67468","307","297","2","1","0","0","0","2","5","0","0","0","0","Morganville","KS"
"67470","456","436","0","7","1","0","0","8","4","289","1","0","289","New Cambria","KS"
"67473","1728","1685","2","5","7","0","0","9","20","275","12","0","275","Osborne","KS"
"67474","224","217","3","0","0","0","0","4","0","0","0","0","0","Portis","KS"
"67475","283","260","0","5","0","0","0","8","10","1500","3","0","0","Ramona","KS"
"67478","89","88","0","0","0","0","0","1","0","0","0","0","0","Simpson","KS"
"67480","1805","1728","4","2","5","0","2","28","36","465","4","0","0","Solomon","KS"
"67481","590","578","0","3","0","0","0","3","6","1000","2","0","0","Sylvan Grove","KS"
"67482","99","94","0","4","0","0","0","0","1","0","0","0","0","Talmage","KS"
"67483","338","329","3","3","0","0","0","2","1","0","0","0","0","Tampa","KS"
"67484","891","849","6","2","1","0","0","15","18","287","3","0","287","Tescott","KS"
"67485","339","331","0","0","4","0","0","1","3","103","1","103","0","Tipton","KS"
"67487","1422","1337","4","4","6","0","0","33","38","1450","24","0","1450","Wakefield","KS"
"67490","1055","989","3","1","6","0","0","26","30","1585","4","0","200","Wilson","KS"
"67491","399","382","1","0","2","0","0","3","11","250","1","0","250","Windom","KS"
"67492","166","158","0","0","0","1","0","0","7","0","0","0","0","Woodbine","KS"
"67501","27212","21104","1515","192","104","5","20","670","3602","32981","167","4793","8375","Hutchinson","KS"
"67502","23739","21715","274","80","165","5","7","345","1148","65061","308","7590","45153","Hutchinson","KS"
"67505","2457","2184","22","21","14","2","0","52","162","6061","124","15","6045","South Hutchinson","KS"
"67510","281","273","0","1","0","0","0","4","3","2132","18","850","1282","Abbyville","KS"
"67511","318","299","0","0","0","0","0","4","15","252","10","202","50","Albert","KS"
"67512","234","213","0","2","1","0","0","8","10","0","0","0","0","Alden","KS"
"67513","93","89","0","0","0","0","0","0","4","0","0","0","0","Alexander","KS"
"67514","765","732","5","5","1","5","0","8","9","624","17","0","624","Arlington","KS"
"67515","63","56","6","0","0","0","0","1","0","0","0","0","0","Arnold","KS"
"67516","447","354","0","1","0","0","0","5","87","205","11","0","205","Bazine","KS"
"67518","69","66","0","0","1","0","0","2","0","0","0","0","0","Beeler","KS"
"67519","193","144","0","1","0","0","0","0","48","0","0","0","0","Belpre","KS"
"67520","415","407","2","2","0","0","0","3","1","0","0","0","0","Bison","KS"
"67521","155","149","6","0","0","0","0","0","0","0","0","0","0","Brownell","KS"
"67522","2049","1966","1","13","2","1","0","13","53","555","6","0","555","Buhler","KS"
"67523","373","363","1","1","1","0","1","2","4","0","0","0","0","Burdett","KS"
"67524","630","563","3","1","3","0","0","17","43","160","6","0","160","Chase","KS"
"67525","1119","1078","1","5","0","0","0","10","25","335","4","0","335","Claflin","KS"
"67526","2759","2630","7","12","1","1","0","35","73","9045","26","300","8455","Ellinwood","KS"
"67529","365","326","2","4","0","0","0","11","22","0","0","0","0","Garfield","KS"
"67530","19699","15547","329","78","49","8","21","231","3436","127948","285","2080","116468","Great Bend","KS"
"67543","2125","2012","10","19","3","0","0","35","46","1169","23","819","0","Haven","KS"
"67544","3216","2999","30","11","3","0","1","51","121","3586","13","1000","2336","Hoisington","KS"
"67545","215","201","1","1","0","0","0","2","10","500","1","0","500","Hudson","KS"
"67546","2597","2484","1","10","7","0","1","42","52","3962","38","0","3162","Inman","KS"
"67547","1769","1491","3","3","12","0","0","23","237","3468","30","790","2395","Kinsley","KS"
"67548","1467","1405","3","5","3","0","0","10","41","2350","8","810","500","La Crosse","KS"
"67550","5905","5015","315","31","31","2","2","89","420","5551","25","370","4581","Larned","KS"
"67552","720","501","2","6","0","0","1","3","207","7502","4","0","0","Lewis","KS"
"67553","114","112","0","0","0","0","0","2","0","0","0","0","0","Liebenthal","KS"
"67554","4334","3381","43","22","16","4","2","77","789","10676","28","0","5026","Lyons","KS"
"67556","320","306","1","4","0","0","0","7","2","26","1","0","0","Mc Cracken","KS"
"67557","723","522","0","1","2","0","0","8","190","300","2","0","300","Macksville","KS"
"67559","52","44","0","0","1","0","0","0","7","0","0","0","0","Nekoma","KS"
"67560","1740","1587","3","2","2","0","2","11","133","1048","46","0","1048","Ness City","KS"
"67561","1538","1478","7","4","0","0","1","13","35","501","4","0","301","Nickerson","KS"
"67563","371","322","0","0","0","0","0","2","47","150","3","0","150","Offerle","KS"
"67564","308","303","0","2","0","0","0","1","2","0","0","0","0","Olmitz","KS"
"67565","429","402","1","2","0","0","1","3","20","5","2","0","0","Otis","KS"
"67566","650","600","4","8","3","0","0","7","28","545","12","0","545","Partridge","KS"
"67567","526","485","0","1","0","0","0","14","26","47","3","0","46","Pawnee Rock","KS"
"67568","309","296","0","1","0","0","0","2","10","0","0","0","0","Plevna","KS"
"67570","1338","1263","2","7","3","0","3","14","46","305","5","0","90","Pretty Prairie","KS"
"67572","456","441","1","0","1","0","0","3","10","134","4","0","105","Ransom","KS"
"67573","170","154","0","0","0","0","0","4","12","3541","79","0","3541","Raymond","KS"
"67574","252","239","0","0","0","0","0","2","11","10","1","0","10","Rozel","KS"
"67575","465","447","1","3","2","0","1","0","11","0","0","0","0","Rush Center","KS"
"67576","1915","1648","3","12","11","1","0","16","224","6093","24","480","5413","Saint John","KS"
"67578","1405","1279","6","16","2","0","0","13","89","419","1","419","0","Stafford","KS"
"67579","3095","2837","58","19","15","0","0","51","115","4396","74","223","3693","Sterling","KS"
"67581","416","393","0","0","1","0","0","3","19","510","12","300","210","Sylvia","KS"
"67583","1022","923","2","21","2","0","4","15","55","0","0","0","0","Turon","KS"
"67584","269","262","1","0","1","0","0","3","2","2156","17","0","1800","Utica","KS"
"67601","23797","21595","222","53","389","4","22","304","1208","75436","326","8783","39502","Hays","KS"
"67621","393","372","5","5","1","0","0","4","6","1050","8","0","1050","Agra","KS"
"67622","599","574","5","1","0","0","0","2","17","2700","1","0","2700","Almena","KS"
"67623","270","265","0","0","0","0","0","3","2","0","0","0","0","Alton","KS"
"67625","257","212","30","0","1","0","0","7","7","885","13","0","516","Bogue","KS"
"67626","145","142","0","1","1","0","0","0","1","0","0","0","0","Bunker Hill","KS"
"67628","78","76","0","0","0","0","0","0","2","0","0","0","0","Cedar","KS"
"67629","143","140","0","2","0","0","0","0","1","780","8","0","780","Clayton","KS"
"67631","249","246","0","0","0","0","0","0","3","0","0","0","0","Collyer","KS"
"67632","227","222","0","0","3","0","1","1","0","1200","2","0","0","Damar","KS"
"67634","301","291","0","8","1","0","0","0","1","0","0","0","0","Dorrance","KS"
"67635","169","169","0","0","0","0","0","0","0","0","0","0","0","Dresden","KS"
"67637","2651","2547","5","2","1","0","0","14","82","1349","16","34","1315","Ellis","KS"
"67638","230","223","1","3","0","0","0","3","0","2100","4","0","0","Gaylord","KS"
"67639","193","190","0","0","0","0","0","1","2","1550","9","0","800","Glade","KS"
"67640","505","499","0","1","0","0","0","2","3","250","1","0","250","Gorham","KS"
"67642","1729","1561","66","8","4","0","0","44","46","860","4","0","245","Hill City","KS"
"67643","195","194","0","0","0","0","0","1","0","0","0","0","0","Jennings","KS"
"67644","264","247","0","7","1","0","0","3","6","0","0","0","0","Kirwin","KS"
"67645","546","530","0","1","0","0","0","7","8","995","18","0","495","Lenora","KS"
"67646","718","696","0","0","1","0","0","5","16","0","0","0","0","Logan","KS"
"67647","256","249","0","0","0","0","0","0","7","21650","13","0","20150","Long Island","KS"
"67648","549","532","0","1","2","0","0","6","8","60","4","55","0","Lucas","KS"
"67649","297","285","0","0","0","0","0","9","3","542","15","292","0","Luray","KS"
"67650","258","249","0","3","0","0","0","4","2","0","0","0","0","Morland","KS"
"67651","507","485","4","0","5","0","0","2","11","10170","4","0","0","Natoma","KS"
"67653","298","291","0","0","0","0","0","4","3","0","0","0","0","Norcatur","KS"
"67654","4362","3902","157","8","30","1","0","51","213","8383","30","100","7283","Norton","KS"
"67656","156","154","0","0","1","0","0","1","0","10","1","0","0","Ogallah","KS"
"67657","429","396","7","2","0","1","0","1","22","950","4","0","450","Palco","KS"
"67658","120","111","0","1","0","0","0","4","4","0","0","0","0","Paradise","KS"
"67659","154","145","0","2","0","0","0","5","2","500","1","0","0","Penokee","KS"
"67660","81","78","1","1","0","0","0","0","1","0","0","0","0","Pfeifer","KS"
"67661","3483","3316","17","4","36","0","0","28","82","4490","30","243","4247","Phillipsburg","KS"
"67663","2615","2531","6","4","10","2","0","17","45","4427","19","62","2210","Plainville","KS"
